movie_id,adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job
594767,False,2,1302082,Directing,David F. Sandberg,David F. Sandberg,4.033,/10p2i4OW0JWAbnOb7yMLUEGdSqM.jpg,5cb23bab0e0a260ad6c22de2,Directing,Director
640146,False,2,59026,Directing,Peyton Reed,Peyton Reed,9.978,/aucXNycAtFREMIKr6ikmHvd2Mmp.jpg,5dbc9866d388ae0016d85970,Directing,Director
76600,False,2,2710,Directing,James Cameron,James Cameron,18.867,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,52fe4943c3a368484e122b45,Directing,Director
1008005,False,2,74661,Directing,Víctor García,Víctor García,1.169,/nqBO7AHn6QS8ixc0PQlae4ySyi5.jpg,62ea58d325cd850058028f9a,Directing,Director
315162,False,2,1450348,Directing,Joel Crawford,Joel Crawford,5.676,/3F60mZB4sGgB51jAIglwn6OrUgB.jpg,6052483bd2147c00287d2b63,Directing,Director
713704,False,2,1398631,Directing,Lee Cronin,Lee Cronin,42.787,/9OIp9eF17h87lOCEe76vTBVOjVN.jpg,5ede7c54f36a32001f8bd2df,Directing,Director
603692,False,2,40644,Directing,Chad Stahelski,Chad Stahelski,22.909,/eRCryGwKDH4XqUlrdkERmeBWPo8.jpg,5ce4f9d3c3a3683bd81fdded,Directing,Director
849869,False,2,1293686,Directing,Byun Sung-hyun,Byun Sung-hyun,2.126,,60ec1b825e1200004604194e,Directing,Director
1104040,False,0,2440249,Directing,Jadesola Osiberu,Jadesola Osiberu,0.6,,641d65bae0ec5100b85ac698,Directing,Director
842945,False,0,3130361,Directing,Herbert James Winterstern,Herbert James Winterstern,0.996,,60ced0260021340057a2722a,Directing,Director
948713,False,2,213107,Directing,Edward Bazalgette,Edward Bazalgette,2.961,/1gfOa6od3pMYvfH8GRhY2QU0nLp.jpg,622cea60ea89f500790090c2,Directing,Director
505642,False,2,1056121,Directing,Ryan Coogler,Ryan Coogler,4.129,/40n61jOMzHpDSnzLBQOSEEWlxEw.jpg,5bbff151c3a3682d4700d6ff,Directing,Director
436270,False,2,59521,Directing,Jaume Collet-Serra,Jaume Collet-Serra,5.71,/s1MdlS2wnzfKevPfXK63V1qkwfI.jpg,5cfabe43c3a36868871ec1c4,Directing,Director
676710,False,2,57917,Directing,Toby Genkel,Toby Genkel,3.998,,5e54674015959f0019a75354,Directing,Director
296271,False,0,131668,Directing,Nathan Frankowski,Nathan Frankowski,0.6,,5ebafb8111c066001f226dc4,Directing,Director
1076605,False,0,1466590,Directing,Martín Duplaquet,Martín Duplaquet,0.6,,63ca93feed96bc0086e38492,Directing,Director
1084225,False,2,2081329,Directing,Shal Ngo,Shal Ngo,0.6,,63e409b17304b500b400ffc6,Directing,Director
646389,False,2,58324,Directing,Jean-François Richet,Jean-François Richet,2.055,/PipS4XiDbV0hDfhydX9p8PkqZh.jpg,610a9d6feea34d0073121f73,Directing,Director
1023313,False,2,105574,Directing,Adrián García Bogliano,Adrián García Bogliano,1.4,,631e16415684630083ccdf29,Directing,Director
943822,False,2,1827463,Directing,Daniel Graham,Daniel Graham,0.766,,621a1e7192e55b006c299d94,Directing,Director
984105,False,2,2114488,Directing,Steven Lawson,Steven Lawson,1.4,,629c75c67ad08c6ee322eca1,Directing,Director
964426,False,2,142005,Directing,Hallvard Bræin,Hallvard Bræin,1.361,/tHe0mKzy56TZBULdBzaADbFLwFl.jpg,625db823dd731b32870b2f94,Directing,Director
631842,False,2,11614,Directing,M. Night Shyamalan,M. Night Shyamalan,6.063,/tOhFWjauKvJgjCVLJFnhbBCZuxZ.jpg,5d8067168e20c5001234bd3f,Directing,Director
676841,False,2,1472483,Directing,Noé Santillán-López,Noé Santillán-López,0.84,,63d8e07ea6c10400858703c5,Directing,Director
536554,False,2,1288796,Directing,Gerard Johnstone,Gerard Johnstone,3.73,/cdvpfGKHLchtOtoN8gtVWhSHabN.jpg,5b4fa156c3a368304b016a9d,Directing,Director
1073413,False,2,588816,Directing,Carlos Therón,Carlos Therón,2.485,,63c149f705a53300c110642c,Directing,Director
758009,False,2,168667,Directing,Jason Moore,Jason Moore,1.4,/iM4Dwtt8JSOYyZSgPOuBn89MWeu.jpg,5f98533ea294f000387e2407,Directing,Director
1077280,False,2,1113994,Directing,Eric Appel,Eric Appel,1.4,/vRbnqV3te2xSsz3VPXZi8rKTBti.jpg,63cd09e29a643500872b384b,Directing,Director
385687,False,2,18865,Directing,Louis Leterrier,Louis Leterrier,13.77,/pJl1hNtZOIxrdzQjwGlicWWGSXg.jpg,62700baac56d2d6f7690125e,Directing,Director
1003579,False,2,90367,Directing,Sam Liu,Sam Liu,4.62,/3u01dPeS4Us9sUFzwS8DzjA3udr.jpg,63915460048638007de4406f,Directing,Director
1003579,False,2,209181,Directing,Christopher Berkeley,Christopher Berkeley,2.559,,6391546e04863800843ed7fb,Directing,Director
985939,False,2,90812,Directing,Scott Mann,Scott Mann,1.562,/8WygpUzfdfztZQqxGE5zn3rCedJ.jpg,62a21c922b531d0099cec261,Directing,Director
884184,False,2,41041,Directing,Christopher Smith,Christopher Smith,2.318,/7Un0sQeq7V9DgJw9n3OEzdo4vod.jpg,6165a5d03a99370062a5f29d,Directing,Director
676547,False,2,120245,Directing,Daniel Stamm,Daniel Stamm,0.6,,5ef8315cbe7f350033a07214,Directing,Director
1087040,False,1,2320901,Directing,Suzanne Hillinger,Suzanne Hillinger,1.4,/pxYaB8D2xbkzXDZyAWKhdIpephN.jpg,63ed07861b729400e6f1420a,Directing,Director
675353,False,2,93364,Directing,Jeff Fowler,Jeff Fowler,1.4,/wExdubFgeBkEUP8MojKPKoOcgdZ.jpg,5e4fc95e9b861600166c210a,Directing,Director
1041513,False,2,1537535,Directing,Chris Howe,Chris Howe,0.6,,635c12731b7294007bef5bdf,Directing,Director
988165,False,0,1670724,Directing,Bobby Easley,Bobby Easley,0.6,,62aa7a81151c5c004f7fd86e,Directing,Director
668482,False,2,111807,Directing,Matthew Warchus,Matthew Warchus,1.22,/qslvs9HG2YlWqD8AaWP6PeNJ2do.jpg,5e3490e543250f0015bfd685,Directing,Director
843794,False,2,939147,Directing,Yeon Sang-ho,Yeon Sang-ho,7.745,/dLP1p4AkU1zwJkDboct58Uub9S7.jpg,60d1bda38d1b8e0074a6f1b2,Directing,Director
109428,False,2,932248,Directing,Fede Álvarez,Fede Álvarez,4.616,/f8KjBkmqAyNGTUkZh1oYIURP4id.jpg,52fe4ab5c3a36847f81dd639,Directing,Director
616037,False,2,55934,Directing,Taika Waititi,Taika Waititi,21.561,/aH6MgwFhomAPNBRPyO2fhpU5kbk.jpg,5d2e0eb4caab6d164099c274,Directing,Director
1003580,False,2,2927725,Directing,Jeff Wamester,Jeff Wamester,0.6,,63484b9acf4a64007f64110f,Directing,Director
842942,False,2,1297488,Directing,Allan Ungar,Allan Ungar,1.62,/kYaklrhmyLtvwwKeLrs8AerBYtP.jpg,60cecf682da846006da1eaaa,Directing,Director
634649,False,2,1293994,Directing,Jon Watts,Jon Watts,3.188,/fkXChMX6CUXY1yOxBehAzvaTCl7.jpg,5d8e630d109cd0002941162e,Directing,Director
1058732,False,2,197,Directing,David Silverman,David Silverman,2.134,/rfbJ0PUQsdggzWlLCdjdywDA7VV.jpg,639120bf1e259a00848af771,Directing,Director
361743,False,2,86270,Directing,Joseph Kosinski,Joseph Kosinski,8.093,/oWLUXWY0j8TYzwnf2wETYWO181S.jpg,5925e0fac3a36877fd011ca8,Directing,Director
983768,False,2,42309,Directing,Tibor Takács,Tibor Takács,3.254,/6W3KQ7vcNEs1hOFCkGq9TyeXLFo.jpg,629b3f977ad08c4e670c9684,Directing,Director
736526,False,2,87877,Directing,Roar Uthaug,Roar Uthaug,1.4,/1Uns68Fkz5ZIULfS6XB7uGtzcVR.jpg,5f451b410d11f20034b36512,Directing,Director
507086,False,2,930707,Directing,Colin Trevorrow,Colin Trevorrow,4.182,/i0HBClPMPKn3aq8QeQqyThS67EK.jpg,5e6c27bc2f3b17001441d227,Directing,Director
829410,False,2,62941,Directing,John Hyams,John Hyams,2.487,/7NosT6z5tAM0HlujmIyLpKJckAy.jpg,609daf1ef5c82400791aa6af,Directing,Director
1058949,False,2,1504645,Directing,John Swab,John Swab,0.764,,6391d0c4b9a0bd00effd4c50,Directing,Director
573171,False,2,80739,Directing,Rodolfo Riva Palacio Alatriste,Rodolfo Riva Palacio Alatriste,1.96,/3l2GOj0Bgh8EyIWqhQ2tJftOoQr.jpg,5c31744e0e0a267eb33d8c71,Directing,Director
573171,False,2,80740,Directing,Gabriel Riva Palacio Alatriste,Gabriel Riva Palacio Alatriste,2.244,/8ZydxnfCecBkjgD5iQh0QEXVHZb.jpg,5c3174450e0a260fc13e8953,Directing,Director
899112,False,2,76927,Directing,Tommy Wirkola,Tommy Wirkola,4.128,/lhvD0FltdzJqrI5xr5IN90nyh6f.jpg,6193ff9f6c0b3600917798f1,Directing,Director
916224,False,2,74091,Directing,Makoto Shinkai,Makoto Shinkai,47.42,/mSCk6PmAR99bCsKJYlMx94vq5qe.jpg,61b9ba31223e200042ad7c57,Directing,Director
1045944,False,2,81589,Directing,Matt Engstrom,Matt Engstrom,0.828,,638fde4cfd140b007d0f6458,Directing,Director
772515,False,1,1659084,Directing,Michelle Garza Cervera,Michelle Garza Cervera,1.38,,625f7183e61e6d00661cedfd,Directing,Director
555604,False,2,10828,Directing,Guillermo del Toro,Guillermo del Toro,13.943,/gldeyCtKcaqnK1v4Vu9vqayhzUQ.jpg,5bcde463925141613e020c2e,Directing,Director
555604,False,2,1245934,Directing,Mark Gustafson,Mark Gustafson,1.892,/84ASwEwmYzbV6Yqp8Y539G16tif.jpg,635c658ac9dbf900820a7f64,Directing,Director
966220,False,2,3518356,Directing,Marian Bushan,Marian Bushan,0.6,/nFlnK25dipejSoitm1QMgrl3YKS.jpg,6262be6b1495651653922eb3,Directing,Director
663712,False,2,933176,Directing,Damien Leone,Damien Leone,5.519,/kr58jbtYatTS6wuAn35pg2d5YQK.jpg,5e1db06fe194b00012b9be5e,Directing,Director
947938,False,2,3460196,Directing,Mohamed Hamedani,Mohamed Hamedani,0.6,,622a12c9109cd0001bf34bff,Directing,Director
585511,False,1,80672,Directing,Peggy Holmes,Peggy Holmes,2.211,/HK8r5NFRXTd5PAUM0qY92dBvj0.jpg,5e1e9711511d090016827d4e,Directing,Director
635302,False,2,1283010,Directing,Haruo Sotozaki,Haruo Sotozaki,5.68,/9SsLeBJkFluywq7YaEQiC9iIFBq.jpg,605614a3ab1bc700287968fc,Directing,Director
766507,False,2,568322,Directing,Dan Trachtenberg,Dan Trachtenberg,3.137,/ce3rCLjSPyvq89D9kd2pyIlLny1.jpg,5fb8259e6c8492003f26dc9e,Directing,Director
724495,False,1,71947,Directing,Gina Prince-Bythewood,Gina Prince-Bythewood,2.092,/zG3TDbAAXEMsmYI7WOKELrTMyDr.jpg,5f0e3491109dec0037e5c140,Directing,Director
438148,False,2,8023,Directing,Kyle Balda,Kyle Balda,4.019,/uay7ZJLuW47ClGfQ4FGWgXZOerv.jpg,629f852ea8b2ca00a717ebd2,Directing,Director
1093349,False,0,2714246,Directing,Steve Daye,Steve Daye,0.6,,63fe90ed9653f600894e3194,Directing,Director
823999,False,2,129627,Directing,Antonio Manetti,Antonio Manetti,1.778,/isbb4gEK4AKp1JcD8tL4qEX8ku1.jpg,608aa011680be8003f6d32b3,Directing,Director
823999,False,2,129628,Directing,Marco Manetti,Marco Manetti,1.4,/hdTxWCnCr2BYXDkEcfs5beGNRD6.jpg,608aa01e7b7b4d00295868dd,Directing,Director
934433,False,2,66681,Directing,Matt Bettinelli-Olpin,Matt Bettinelli-Olpin,2.783,/segVE2POL8uJ13j29nZdIoF7RSU.jpg,6279719b51e6ab0066fb46c3,Directing,Director
934433,False,2,1039527,Directing,Tyler Gillett,Tyler Gillett,1.749,/puopb3xK23iJPQHmgJW0o2iggjh.jpg,627971b6aa659e13e245476f,Directing,Director
846433,False,2,1855425,Directing,Richard Hughes,Richard Hughes,0.6,,60dd40e3d95420002b5d0517,Directing,Director
988233,False,0,3590438,Directing,Andy Malchiodi,Andy Malchiodi,0.6,,62aae4c83d4d96743ab58ee7,Directing,Director
790409,False,2,258498,Directing,Daniel de la Vega,Daniel de la Vega,0.6,/fOYkfZNheZgLj6lYNWAPOex9soE.jpg,6010383a0816c7003f7daf8d,Directing,Director
785084,False,2,6431,Directing,Darren Aronofsky,Darren Aronofsky,5.837,/tOjz8mVI2HeQBvU6KNjIExMBsXL.jpg,5ffcbdd98b959e003b3fc579,Directing,Director
399566,False,2,98631,Directing,Adam Wingard,Adam Wingard,3.329,/3Dk4vAmhdb59VTnNRnW1ln52wG6.jpg,592e202b92514130e300294c,Directing,Director
1048300,False,0,103123,Directing,Massimiliano Cerchi,Massimiliano Cerchi,0.6,,637cf7f2bb2602007fdd9025,Directing,Director
919570,False,2,20657,Directing,Cristian Mungiu,Cristian Mungiu,1.62,/3ECIvZzvUw4DOdQj797BsqH3bRb.jpg,61c5ad423e6f2b0060225b6a,Directing,Director
453395,False,2,7623,Directing,Sam Raimi,Sam Raimi,21.667,/zdYHQts9iZK0MiNT5unUR0l8v6n.jpg,5e3b5fa3ac8e6b0011cab4cf,Directing,Director
508947,False,1,2009739,Directing,Domee Shi,Domee Shi,1.816,/qswD23e2Hx91SiaxyiLZHz8glNu.jpg,629f7ccc7b7b4d009f89654f,Directing,Director
49046,False,2,221522,Directing,Edward Berger,Edward Berger,5.82,/aBpMZi6vqvY9tacRIALPnXpde2t.jpg,5e63e87855c92600155d83ba,Directing,Director
882598,False,2,2218465,Directing,Parker Finn,Parker Finn,2.629,/2HZPv0IUlxRqCpmgbk7KdovhQaF.jpg,61612350fe5c9100441f3783,Directing,Director
840326,False,2,145228,Directing,Jalmari Helander,Jalmari Helander,2.264,/vqmzsl8dQpjiFklM40HGCSRAcis.jpg,60c752a7ab1bc700437b6614,Directing,Director
875104,False,0,2336699,Directing,Zhang Zhulin,Zhang Zhulin,1.4,,6153c4ab9974ee009054b277,Directing,Director
875104,False,0,2710465,Directing,Li Xijie,Li Xijie,0.6,,6153c50e071650002b5ffe29,Directing,Director
965839,False,2,583932,Directing,Jared Cohn,Jared Cohn,2.072,/nFAa6ebhJtauYprTJmXSaS2LJI0.jpg,6261bf4f7fcab331cdfa4ab7,Directing,Director
845659,False,1,1448492,Directing,Castille Landon,Castille Landon,7.238,/s1oXtmqyG9X0uDfiU5HidPB6BJx.jpg,60d9de35b7fbbd0030085a3e,Directing,Director
299536,False,2,19271,Directing,Anthony Russo,Anthony Russo,3.412,/xbINBnWn28YygYWUJ1aSAw0xPRv.jpg,5e862ce3a5743d00130f92e8,Directing,Director
299536,False,2,19272,Directing,Joe Russo,Joe Russo,4.797,/ph1GRCWVKk6Mz9lMBrxKvlb6Imo.jpg,5e862cfafea6e30011fb6462,Directing,Director
830784,False,2,60922,Directing,Josh Gordon,Josh Gordon,1.493,,60a2d70f590086006f473de8,Directing,Director
830784,False,2,60923,Directing,Will Speck,Will Speck,0.922,,60a2d703764b990040a0532e,Directing,Director
414906,False,2,32278,Directing,Matt Reeves,Matt Reeves,4.895,/5rA459xpMt6IeJG7ZqvhLbSozEH.jpg,590978a99251411cf3008f6a,Directing,Director
937278,False,2,12995,Directing,Marc Forster,Marc Forster,5.209,/m3WEGG6czBjgFULVyVQy6EJvUsZ.jpg,6205c41938e51000cd487b56,Directing,Director
267805,False,2,238757,Directing,Alfonso Pineda Ulloa,Alfonso Pineda Ulloa,0.6,,536352f2c3a3681568001874,Directing,Director
438695,False,2,52842,Directing,Garth Jennings,Garth Jennings,7.669,/zl6ZWijGySSIYJRFalleAiGkxyQ.jpg,5c80a103c3a3684e9bd521d3,Directing,Director
877269,False,2,227439,Directing,Don Hall,Don Hall,4.434,/wT8rqrI65ROqwuJUGEv1A0rLoE0.jpg,614c78834ccc500043da4d4b,Directing,Director
1016121,False,2,11873,Directing,Roger Kumble,Roger Kumble,2.616,/njVOmV33aCFRUlBxxLXzLbrmAUS.jpg,630537d0dcb6a3008005dcca,Directing,Director
585083,False,2,70652,Directing,Derek Drymon,Derek Drymon,1.4,/1ZdPd2JaiigVDB7hPxy29RAx9GY.jpg,602e9242d55c3d00401f3c77,Directing,Director
585083,False,1,2093022,Directing,Jennifer Kluska,Jennifer Kluska,1.144,/wpYWJ7Kw5qcXEOZyTuIEsfqMqXq.jpg,602e9297d55c3d003e1ff460,Directing,Director
717728,False,2,66212,Directing,Timo Vuorensola,Timo Vuorensola,2.534,/pMxmMdBh5JyV5Uevy4eaAsrJiM7.jpg,60367881d132d6003fa2b206,Directing,Director
869626,False,2,1540069,Directing,Dean Fleischer Camp,Dean Fleischer Camp,0.98,/oZTIL77jVfcz8iEQnYC892jvqY3.jpg,612fbc5b7f6c8d008a721092,Directing,Director
782936,False,2,1284692,Directing,Lorcan Finnegan,Lorcan Finnegan,4.249,/nYozeCILsBo0JUzOLFgXgRc3cBc.jpg,5ff32f975507e900400d818a,Directing,Director
1035806,False,2,2613318,Directing,Edward Drake,Edward Drake,1.4,/il6fHejjJ4J7YQt0wKLf7VfpAhN.jpg,634ae93289f7490082e111ab,Directing,Director
1068141,False,2,173491,Directing,Charlie Haskell,Charlie Haskell,1.285,,63b073ec5ad76b00e6f8bf71,Directing,Director
1027159,False,2,237072,Directing,Kobun Shizuno,Kobun Shizuno,3.881,/gsADTFzC4ztsVaNWDBaLbT96H5Q.jpg,632c0e572dffd80091fd83dd,Directing,Director
1027159,False,2,1503508,Directing,Hiroyuki Seshita,Hiroyuki Seshita,1.4,/yzuctLVnrJI4a25B5i6AMlgnOka.jpg,632c0e714b6d9d007e592909,Directing,Director
955991,False,2,588663,Directing,Oliver Park,Oliver Park,0.84,/6J5wmFLvALgqtaGwC5I8pFLOLFM.jpg,6244ce0b9451e700498c0309,Directing,Director
760741,False,2,67813,Directing,Baltasar Kormákur,Baltasar Kormákur,4.746,/bC9ifwIjsR3VTgJv83Px71mroTl.jpg,5fa334160443c90040b963ca,Directing,Director
785398,False,2,43553,Directing,Jerzy Skolimowski,Jerzy Skolimowski,2.56,/qUz5CqFgACigli0diU3Hg7vRKBh.jpg,62618c88f48e0d006741299f,Directing,Director
829560,False,1,88253,Directing,Barbara Białowąs,Barbara Białowąs,3.57,/vhf5l82ItqfVTwioqlZv1ab0v19.jpg,609e75042cde980057cfd172,Directing,Director
829560,False,2,1192152,Directing,Tomasz Mandes,Tomasz Mandes,7.37,/wmYwPfWSXfjXpwvljvXEX8h0wfC.jpg,609e74ba5b370d0028e71fb3,Directing,Director
338958,False,2,20739,Directing,Adam Shankman,Adam Shankman,3.92,/zZmZgVp5OTU2eSMCDuOXGlQ4fBR.jpg,58817efd9251413034006796,Directing,Director
994751,False,0,1575432,Directing,Deniz Yorulmazer,Deniz Yorulmazer,2.072,/c2vghLFgiiD54mn0NLttLOaO9mh.jpg,62c023e9af6e9410ac3ea51e,Directing,Director
1047431,False,2,115666,Directing,Phil Hawkins,Phil Hawkins,0.6,/iCVFy4Gph4HDje90B5PrnVukgIl.jpg,636f40cdf14dad00839a5b5d,Directing,Director
1046043,False,1,3290679,Directing,Colleen Davie Janes,Colleen Davie Janes,0.6,/edYdTFFTPZtIUKnXFpNVoGSP4FA.jpg,636adfbe67e0f70098413a3e,Directing,Director
718930,False,2,40684,Directing,David Leitch,David Leitch,10.497,/qykhwWkXTAteD9yvsmItXh9LxCq.jpg,5ef4d9e6c3bffe00376c7402,Directing,Director
610150,False,2,2403335,Directing,Tetsuro Kodama,Tetsuro Kodama,0.84,/e0dOx96EfiKbsKaxiGkZw9XB4ow.jpg,61c25758162bc30060bcd07f,Directing,Director
1071806,False,2,2262811,Directing,Sitisiri Mongkolsiri,Sitisiri Mongkolsiri,6.54,/pgNcaA05UaXXOmDwUeB3n7XCqNy.jpg,63bc1c9aa6e2d20083e2042d,Directing,Director
987787,False,2,1040414,Directing,Harold Trompetero,Harold Trompetero,0.6,/90vyaEGFSJPC1Z2KhPAEnyVw8r7.jpg,62a91d88875d1a31ea086579,Directing,Director
848058,False,1,1987284,Directing,Carlota Pereda,Carlota Pereda,0.617,/8ZPN4k0RZFDSf04r4qJzPoqS9W.jpg,60e39f7bb3f6f50072f515fb,Directing,Director
1013870,False,2,141673,Directing,Jason Eisener,Jason Eisener,0.6,/96ErILndIrdRcBkP2uYEbqpjT1g.jpg,62fd5b6b3344c6007d879876,Directing,Director
868985,False,2,76864,Directing,Luis Estrada,Luis Estrada,1.22,/qr4lbyLVdEiUjow8S9rbH7fv650.jpg,612d0fba39b6c3008f50be5a,Directing,Director
792775,False,2,2961971,Directing,Hannes Þór Halldórsson,Hannes Þór Halldórsson,0.6,,60192ba8bb1057003d9843c3,Directing,Director
892535,False,2,1291550,Directing,Fabrice Bracq,Fabrice Bracq,0.6,,617f802f11386c00432673ce,Directing,Director
931954,False,2,54525,Directing,Jaume Balagueró,Jaume Balagueró,1.689,/geO40SjPO5G7nHn1pRrAGORD7xM.jpg,61f41466a6fdaa00c4922f96,Directing,Director
987750,False,0,1580840,Directing,Julio Soto Gurpide,Julio Soto Gurpide,0.828,,62a8f3d0bbd0b00050804746,Directing,Director
639838,False,2,1536496,Directing,Damián Romay,Damián Romay,2.805,/qzwtmBAaY4NJl7uxQe1CMswgTEd.jpg,5df6598e0d1e7f001871df93,Directing,Director
958196,False,0,1517111,Directing,Vasilis Katsoupis,Vasilis Katsoupis,0.694,,624a20c715a4a1004e348fda,Directing,Director
752623,False,2,931525,Directing,Aaron Nee,Aaron Nee,0.889,/iOBmuzOPSDDPRyUIS2CGc7MIQyC.jpg,6078cf81fb83460042c078ab,Directing,Director
960258,False,2,1088096,Directing,James Nunn,James Nunn,1.4,,62503facb6c2641058bf5f15,Directing,Director
385128,False,2,58189,Directing,Justin Lin,Justin Lin,5.288,/w0ryazdt8iS3GBrjXfv0FIwvUGY.jpg,5aed0d9e0e0a2635c2002fee,Directing,Director
661374,False,2,67367,Directing,Rian Johnson,Rian Johnson,9.118,/7XdyfzyY96k573w39ELIzATM2i9.jpg,5e1768831d01910015f24c85,Directing,Director
1018403,False,2,94177,Directing,Darrell Van Citters,Darrell Van Citters,2.225,,630d694f226c560092cb7acd,Directing,Director
1865,False,2,17633,Directing,Rob Marshall,Rob Marshall,2.037,/4cTHkbMpsHHNI23HP3RHNLFoPRz.jpg,52fe431cc3a36847f803af0f,Directing,Director
943221,False,2,1309478,Directing,Isaac Ezban,Isaac Ezban,1.256,/g5QXsghqGNB6plqiG9bGSgDgmIw.jpg,621809243d4d96001a3095f5,Directing,Director
924482,False,2,572295,Directing,Howard J. Ford,Howard J. Ford,0.6,,61d97949b0040a0090315ebe,Directing,Director
800301,False,2,37630,Directing,Shekhar Kapur,Shekhar Kapur,2.015,/leGRUMubTyQ3arKUIMnuWYx5M2e.jpg,6036f145afa1b00043a6c137,Directing,Director
851644,False,1,2378215,Directing,Bang Woo-ri,Bang Woo-ri,2.105,/ofaTg8VN5NniUjEyLnB9q5BWHcR.jpg,60f35d9bf2883800777baa5e,Directing,Director
846956,False,0,1490103,Directing,Declan Lawn,Declan Lawn,0.6,,60df02f3344a8e005fbe8650,Directing,Director
846956,False,0,3000415,Directing,Adam Patterson,Adam Patterson,0.6,,60df02e5b686b9005e44c7b0,Directing,Director
642885,False,1,29214,Directing,Anne Fletcher,Anne Fletcher,6.472,/8gD32nqf3fghg6FZhDbHxuowtyu.jpg,60a694ae4b0c630078d2abd1,Directing,Director
840789,False,2,1731588,Directing,Santiago Fillol,Santiago Fillol,0.6,,60c8f844c390c5002a009d5f,Directing,Director
852046,False,2,78207,Directing,Romain Gavras,Romain Gavras,2.85,/4xvuJYg1pRIc12WxnkJYKR7Ency.jpg,60f568b54c2592007e74c9c7,Directing,Director
760204,False,2,57581,Directing,Neil Marshall,Neil Marshall,4.418,/niiQO8m2fEIdmEBYdawulBSIzwY.jpg,5fa09acde24e3a00379c40f0,Directing,Director
996727,False,2,45996,Directing,Ryûhei Kitamura,Ryûhei Kitamura,1.535,/iitzR6lbdD1sCK2LOoG8Li1Cg30.jpg,62c5f3708ec4ab01ab3cb421,Directing,Director
617882,False,2,587672,Directing,Min Yong-keun,Min Yong-keun,2.604,/ewSz3XcLvTvkcHeEFXu8n1KcmgM.jpg,5d37c20dab684900128841ba,Directing,Director
958340,False,2,1844423,Directing,Goran Stolevski,Goran Stolevski,0.833,/7z2FpfwjTTG2v4JKNYcCbIDHENX.jpg,624a747f713ea600a1ebc3ff,Directing,Director
916605,False,2,2441040,Directing,Andrew Hunt,Andrew Hunt,0.6,,61bb4a08a44d09009501d97d,Directing,Director
335787,False,2,91268,Directing,Ruben Fleischer,Ruben Fleischer,3.059,/3JLxOPFTLigSy8FjFjDyMwD9GIp.jpg,5e191bc9b3f6f50012d39ee2,Directing,Director
739405,False,2,956,Directing,Guy Ritchie,Guy Ritchie,37.02,/9pLUnjMgIEWXi0mlHYzie9cKUTD.jpg,5f516207021cee0036224d03,Directing,Director
406759,False,2,6046,Directing,Roland Emmerich,Roland Emmerich,8.27,/mN8x74uv9yQ7dJl8nh2q26mkY8v.jpg,578a38a1c3a368662b001181,Directing,Director
877703,False,2,52968,Directing,Russell Mulcahy,Russell Mulcahy,4.335,/61VZ3twvslKZir66aLCi5Z5TE2Y.jpg,62fdb54d435abd007a80c4cc,Directing,Director
846993,False,1,1324582,Directing,Atsuko Ishizuka,Atsuko Ishizuka,0.84,/yGQNKilpHpGrL2SDDf7kIncnqzP.jpg,60df15d827ff99005df32494,Directing,Director
960704,False,2,70103,Directing,Fumihiko Sori,Fumihiko Sori,1.96,,62521426a055ef2b16ac919d,Directing,Director
337404,False,2,50767,Directing,Craig Gillespie,Craig Gillespie,1.728,/pVHspL9QWsXCm3t3VXEaCJ9y8Zz.jpg,60ef20b29661fc005d7bb248,Directing,Director
760161,False,2,62768,Directing,William Brent Bell,William Brent Bell,3.371,/f7BvvN72ZhESBQ7wrCVw8M4D9by.jpg,5fa079042790bf003748454a,Directing,Director
676701,False,2,1074721,Directing,Enrique Gato,Enrique Gato,2.062,/7vWBeDSnsWrbVOWQWurCbxTnEs9.jpg,5e546009f48b34001573dbcf,Directing,Director
984303,False,1,1512993,Directing,Linda-Lisa Hayter,Linda-Lisa Hayter,1.4,,629cfd0312197e00680d5d52,Directing,Director
683328,False,2,235430,Directing,Timo Tjahjanto,Timo Tjahjanto,4.089,/zKU29Poa4gbJTH4GKmTlgJbloc7.jpg,5e6dacfb2f3b170011442f0d,Directing,Director
667538,False,2,1551545,Directing,Steven Caple Jr.,Steven Caple Jr.,2.205,/aU8p958QyhfV2jurc3L5pn7sN6L.jpg,5fb33ac6d55e4d003cd58727,Directing,Director
338953,False,2,11343,Directing,David Yates,David Yates,7.124,/hAHOxR0NK4cZDumqNIpDoEdGVAh.jpg,582daf36c3a3687733007794,Directing,Director
906221,False,2,1884,Directing,Steven Soderbergh,Steven Soderbergh,5.476,/872DPaUxTlAOhxBb70h3vaWhMvz.jpg,61a50b383dc3130091823f88,Directing,Director
756999,False,2,55499,Directing,Scott Derrickson,Scott Derrickson,2.504,/xNT24kgpyw1rdoYJZDW0kEG6Wuq.jpg,5f947330988afd003668ab2c,Directing,Director
716263,False,0,2311182,Directing,Choi Jung-ja,Choi Jung-ja,4.36,,5ee8edc968b7660023baa0c3,Directing,Director
157336,False,2,525,Directing,Christopher Nolan,Christopher Nolan,12.588,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,5e83abfad236e60017fd99ed,Directing,Director
791373,False,2,15217,Directing,Zack Snyder,Zack Snyder,9.602,/iD0GDqkvJXDXiNEZej198hjt3Tt.jpg,60144e60d7cd06003c04f445,Directing,Director
