movie_id,keyword_id,keyword_name
14164,3436,karate
14164,9715,superhero
14164,9748,revenge
14164,12554,dragon
14164,13141,based on manga
14164,179431,duringcreditsstinger
14164,245230,live action remake
14164,285442,live action anime
5491,818,based on novel or book
5491,4458,post-apocalyptic future
5491,4565,dystopia
5491,6015,mining
5491,9878,fighter jet
5491,14909,alien invasion
5491,159314,scientology
5491,159955,cavemen
5491,208997,bureaucrat
5491,213987,city ruin
12142,703,detective
12142,1299,monster
12142,1992,professor
12142,2041,island
12142,2598,museum
12142,3762,darkness
12142,4862,alien life-form
12142,9853,paranormal
12142,9854,artifact
12142,11627,paranormal phenomena
12142,12377,zombie
12142,15043,paranormal investigation
12142,33505,gothic
12142,41645,based on video game
12142,156174,occult
12142,251513,supernatural power
12142,269233,good versus evil
13805,5096,natural disaster
13805,6241,stupidity
13805,9755,parody
13805,11931,spoof
13805,156240,mortal danger
13805,179431,duringcreditsstinger
74849,65,holiday
74849,3741,talk show
74849,4344,musical
74849,9882,space
74849,40879,drunk
74849,161176,space opera
74849,194610,variety show
94365,2804,exploitation
94365,9663,sequel
94365,10292,gore
94365,11034,b movie
94365,13006,torture
94365,193698,torture porn
94365,214643,ifc midnight
9760,9755,parody
9760,9964,crude humor
9760,11931,spoof
205321,387,california
205321,720,helicopter
205321,966,beach
205321,2213,tornado
205321,2215,hurricane
205321,10563,attack
205321,12394,chainsaw
205321,13031,creature
205321,14527,storm
205321,14601,explosion
205321,15097,shark
205321,173272,flood
505423,567,alcohol
505423,818,based on novel or book
505423,3298,hallucination
505423,3458,bartender
505423,7289,cafeteria
505423,7325,cockroach
505423,15001,demon
505423,169517,roach
505423,189102,tunnel
505423,221385,gnosticism
505423,305164,faithful adaptation
7278,1721,fight
7278,2011,queen
7278,3028,penguin
7278,4380,black hole
7278,6092,army
7278,9755,parody
7278,11931,spoof
7278,171603,s.a.t.
7278,179430,aftercreditsstinger
7278,179431,duringcreditsstinger
580,2988,shark attack
580,3345,bahamas
580,3737,dying and death
580,5160,animal attack
580,9663,sequel
580,9748,revenge
580,13031,creature
580,14785,underwater
580,15097,shark
580,15098,great white shark
580,167861,caribbean sea
580,227106,banana boat
10214,1009,baby
10214,2546,mask
10214,3289,villain
10214,4375,transformation
10214,5895,viking
10214,9253,slapstick comedy
10214,9715,superhero
10214,9717,based on comic
10214,9887,surrealism
10214,15162,dog
10214,33556,urban setting
10214,162487,wisecrack humor
10214,163074,super villain
10214,179101,norse mythology
10214,251513,supernatural power
14164,3436,karate
14164,9715,superhero
14164,9748,revenge
14164,12554,dragon
14164,13141,based on manga
14164,179431,duringcreditsstinger
14164,245230,live action remake
14164,285442,live action anime
5491,818,based on novel or book
5491,4458,post-apocalyptic future
5491,4565,dystopia
5491,6015,mining
5491,9878,fighter jet
5491,14909,alien invasion
5491,159314,scientology
5491,159955,cavemen
5491,208997,bureaucrat
5491,213987,city ruin
12142,703,detective
12142,1299,monster
12142,1992,professor
12142,2041,island
12142,2598,museum
12142,3762,darkness
12142,4862,alien life-form
12142,9853,paranormal
12142,9854,artifact
12142,11627,paranormal phenomena
12142,12377,zombie
12142,15043,paranormal investigation
12142,33505,gothic
12142,41645,based on video game
12142,156174,occult
12142,251513,supernatural power
12142,269233,good versus evil
13805,5096,natural disaster
13805,6241,stupidity
13805,9755,parody
13805,11931,spoof
13805,156240,mortal danger
13805,179431,duringcreditsstinger
74849,65,holiday
74849,3741,talk show
74849,4344,musical
74849,9882,space
74849,40879,drunk
74849,161176,space opera
74849,194610,variety show
94365,2804,exploitation
94365,9663,sequel
94365,10292,gore
94365,11034,b movie
94365,13006,torture
94365,193698,torture porn
94365,214643,ifc midnight
9760,9755,parody
9760,9964,crude humor
9760,11931,spoof
205321,387,california
205321,720,helicopter
205321,966,beach
205321,2213,tornado
205321,2215,hurricane
205321,10563,attack
205321,12394,chainsaw
205321,13031,creature
205321,14527,storm
205321,14601,explosion
205321,15097,shark
205321,173272,flood
505423,567,alcohol
505423,818,based on novel or book
505423,3298,hallucination
505423,3458,bartender
505423,7289,cafeteria
505423,7325,cockroach
505423,15001,demon
505423,169517,roach
505423,189102,tunnel
505423,221385,gnosticism
505423,305164,faithful adaptation
7278,1721,fight
7278,2011,queen
7278,3028,penguin
7278,4380,black hole
7278,6092,army
7278,9755,parody
7278,11931,spoof
7278,171603,s.a.t.
7278,179430,aftercreditsstinger
7278,179431,duringcreditsstinger
580,2988,shark attack
580,3345,bahamas
580,3737,dying and death
580,5160,animal attack
580,9663,sequel
580,9748,revenge
580,13031,creature
580,14785,underwater
580,15097,shark
580,15098,great white shark
580,167861,caribbean sea
580,227106,banana boat
10214,1009,baby
10214,2546,mask
10214,3289,villain
10214,4375,transformation
10214,5895,viking
10214,9253,slapstick comedy
10214,9715,superhero
10214,9717,based on comic
10214,9887,surrealism
10214,15162,dog
10214,33556,urban setting
10214,162487,wisecrack humor
10214,163074,super villain
10214,179101,norse mythology
10214,251513,supernatural power
23988,3335,halloween
23988,9253,slapstick comedy
23988,9755,parody
23988,179431,duringcreditsstinger
168705,1721,fight
168705,2908,secret society
168705,3133,vampire
168705,5331,village
168705,9259,vampire hunter (slayer)
168705,9410,hybrid
168705,9725,sword fight
168705,9748,revenge
168705,41645,based on video game
168705,160279,18th century
168705,161257,medieval
168705,177895,dark fantasy
168705,179882,romania
168705,185407,vampirism
168705,192913,warrior
168705,219404,action hero
168705,251513,supernatural power
168705,269233,good versus evil
681887,2902,space battle
681887,3386,space war
681887,3388,space colony
681887,160515,alien contact
681887,162484,future war
681887,163252,alien race
681887,177178,alien space craft
681887,186497,human vs alien
681887,192962,alien attack
11531,616,witch
11531,5774,forest
11531,10629,vision
11531,209568,folk horror
10152,390,skateboarding
10152,2393,adoption
10152,6054,friendship
10152,10855,fate
536869,977,cat
536869,1691,dance
536869,4344,musical
536869,6506,resurrection
536869,10181,based on play or musical
536869,41011,"based on song, poem or rhyme"
10073,248,date
10073,2913,diary
10073,3453,parents-in-law
10073,3583,bridegroom
10073,9755,parody
10073,9964,crude humor
10073,11931,spoof
10073,13027,wedding
40264,3133,vampire
40264,6270,high school
40264,9755,parody
40264,10266,prom
40264,11931,spoof
40264,12416,horror spoof
40264,179431,duringcreditsstinger
218043,3800,airplane
218043,6548,the rapture
218043,9714,remake
218043,175103,pilot hero
351460,5585,notebook
351460,13141,based on manga
351460,34079,death
351460,210024,anime
351460,222243,based on anime
351460,245230,live action remake
351460,285442,live action anime
3602,697,loss of loved one
3602,1981,colorado
3602,2407,fireworks
3602,3605,baseball bat
3602,9663,sequel
3602,12394,chainsaw
3602,15156,cell phone
3602,159743,fourth of july
3602,160035,suicide note
3602,162065,blow torch
3602,162066,rock concert
3602,162079,garbage dumpster
10304,1402,general
10304,1603,extraterrestrial technology
10304,4302,troops
10304,4595,us army
10304,4862,alien life-form
10304,13031,creature
11849,779,martial arts
11849,2095,anti hero
11849,2280,emperor
11849,2343,magic
11849,3289,villain
11849,6088,governance
11849,6203,loss
11849,9727,thief
11849,12554,dragon
11849,34137,dungeon
11849,158455,oppression
11849,170362,fantasy world
11849,234213,sword and sorcery
11849,263333,mage
11849,269233,good versus evil
651571,14729,shape shifting alien
651571,209280,deep space
426563,392,england
426563,934,judge
426563,4388,titanic
426563,8689,albert einstein
426563,33514,clue
426563,174316,pipe smoking
426563,252596,victorian era
426563,273879,sherlock holmes
9607,83,saving the world
9607,380,sibling relationship
9607,1878,plumber
9607,9920,royalty
9607,12616,dinosaur
9607,41645,based on video game
9607,187056,woman director
9607,194215,multiple dimensions
9708,387,california
9708,818,based on novel or book
9708,2041,island
9708,3800,airplane
9708,5641,limousine
9708,9714,remake
9708,9844,car crash
9708,12097,allergy
9708,18379,bee
9708,165317,based on movie
9708,209568,folk horror
71880,4543,thanksgiving
71880,12670,"los angeles, california"
71880,18035,family
71880,33648,celebration
71880,179431,duringcreditsstinger
415,848,double life
415,851,dual identity
415,853,crime fighter
415,9715,superhero
415,9717,based on comic
415,10452,credit card
415,33637,super power
415,163074,super villain
415,269233,good versus evil
79694,1706,experiment
79694,6152,supernatural
79694,9853,paranormal
79694,10224,haunting
79694,10941,disappearance
79694,13073,fear
79694,162846,ghost
15268,779,martial arts
15268,9748,revenge
15268,10076,street fighter
15268,41645,based on video game
17532,9663,sequel
17532,9743,stranded
17532,10150,end of the world
17532,12642,shattered home
17532,12643,bizarre past
307663,310,artificial intelligence
307663,803,android
307663,3070,mercenary
307663,4563,virtual reality
307663,8015,cop
307663,10793,resort
307663,209027,artificial
9320,212,"london, england"
9320,402,clone
9320,470,spy
9320,779,martial arts
9320,797,showdown
9320,2708,hitman
9320,3289,villain
9320,3823,weather manipulation
9320,4289,secret agent
9320,9715,superhero
9320,9725,sword fight
9320,10125,mad scientist
9320,10491,swordsman
9320,13015,terrorism
9320,14760,scientist
9320,161891,doppelgänger
9320,176217,world domination
9320,219370,human duplication
9320,269233,good versus evil
9320,269769,based on tv series
71668,5160,animal attack
71668,9663,sequel
71668,10688,breast
71668,13031,creature
71668,14913,water park
71668,158045,piranha
71668,179431,duringcreditsstinger
472838,966,beach
472838,8613,malibu
332,1683,gadget
332,3289,villain
332,5801,nerd
332,9253,slapstick comedy
332,9715,superhero
332,10244,based on cartoon
332,14760,scientist
332,163074,super villain
17692,269,diving
17692,630,dolphin
17692,1196,florida
17692,9663,sequel
17692,10503,scuba diving
17692,13031,creature
17692,15058,swimming
17692,15097,shark
17692,15098,great white shark
17692,158108,killer shark
17692,158252,giant animal
17692,158340,theme park
17692,158345,water skiing
17692,158350,boat trouble
17692,158353,sea world
17692,210597,orlando florida
439015,1415,small town
439015,1700,massachusetts
439015,5774,forest
439015,6152,supernatural
439015,9955,urban legend
439015,13073,fear
439015,215303,slender man
166424,3822,teleportation
166424,4375,transformation
166424,5086,telekinesis
166424,7939,portal
166424,9715,superhero
166424,9717,based on comic
166424,155030,superhero team
166424,160117,fantastic four
166424,160130,invisible person
28739,5490,girlfriend
28739,6270,high school
28739,10266,prom
28739,33910,high school student
28739,188957,virus
27793,334,flying
27793,2343,magic
27793,9663,sequel
27793,12554,dragon
27793,15101,based on children's book
27793,170362,fantasy world
10253,3891,giant snake
10253,12670,"los angeles, california"
10253,46950,dagger
13995,521,"washington dc, usa"
13995,779,martial arts
13995,1316,captain
13995,4391,wretch
13995,5451,comic book
13995,9715,superhero
13995,9717,based on comic
13995,13015,terrorism
13995,163074,super villain
340674,739,sexual abuse
340674,2446,"kraków, poland"
340674,4480,businessman
340674,13028,writer
340674,33514,clue
340674,161982,murder investigation
340674,232244,controversial artist
340674,244631,similar crime
293452,970,parent child relationship
293452,5153,son
293452,155619,attic
293452,162846,ghost
16780,1556,texas
16780,4426,sadism
16780,11545,leatherface
16780,11546,hitchhiker
16780,12090,cross dressing
16780,12394,chainsaw
16780,13006,torture
16780,14895,cannibal
16780,17973,skin
16780,194884,psychos
11586,2626,exorcism
11586,3684,religion and supernatural
11586,4793,examination
11586,5810,pact with the devil
11586,9712,possession
11586,10093,priest
11586,14999,devil
11586,157008,catholic church
11586,161261,demonic possession
11586,179566,locust
11586,256183,supernatural horror
791,387,california
791,530,prophecy
791,657,fire
791,658,sea
791,966,beach
791,970,parent child relationship
791,1227,cemetery
791,1321,gold
791,1415,small town
791,1829,beheading
791,1938,sword
791,2041,island
791,2060,penalty
791,2398,narration
791,3002,fog
791,3341,leprosy
791,3799,ship
791,4078,ghost ship
791,4079,lighthouse
791,4080,weather service
791,4081,unatoned crime
791,9714,remake
791,15127,killer
791,197602,denunciation
791,251513,supernatural power
791,256183,supernatural horror
449664,157376,death match
449664,240252,escape room
10285,586,new jersey
10285,828,waitress
10285,1890,camping
10285,4426,sadism
10285,6259,psychopath
10285,9720,woods
10285,9826,murder
10285,10089,slaughter
10285,10714,serial killer
10285,10738,diner
10285,12339,slasher
10285,14676,series of murders
10285,158190,hockey mask
10285,183953,madman
10285,256183,supernatural horror
9823,83,saving the world
9823,779,martial arts
9823,1002,authority
9823,2343,magic
9823,3289,villain
9823,4375,transformation
9823,9663,sequel
9823,9820,alternate dimension
9823,10278,ninja
9823,12380,tournament
9823,14643,battle
9823,14955,fighting
9823,17977,underground fighting
9823,41645,based on video game
9823,188955,hand to hand combat
9823,192913,warrior
9823,210911,centaur
9823,219404,action hero
9823,251513,supernatural power
9823,269233,good versus evil
11411,83,saving the world
11411,1262,mountain
11411,3312,nuclear missile
11411,4595,us army
11411,9181,alter ego
11411,9663,sequel
11411,9715,superhero
11411,10124,laboratory
11411,11428,convertible
11411,33637,super power
11411,34125,catholic school
11411,156080,newspaper editor
11411,160381,nuclear weapons
11411,163396,disarmament
11411,163398,volcanic eruption
11411,163403,great wall of china
11411,179102,superhuman strength
12536,65,holiday
12536,1437,burglar
12536,1721,fight
12536,5905,father
12536,6095,house
12536,6328,crook couple
12536,6511,alone
12536,9253,slapstick comedy
12536,9736,little boy
12536,10235,family relationships
12536,14903,home invasion
12536,162936,precocious child
12536,169826,home alone
12536,169850,mischievous child
12536,207317,christmas
12536,230570,kids on their own
11667,407,dictator
11667,779,martial arts
11667,1562,hostage
11667,5362,liberation of hostage
11667,7188,hostage-taking
11667,10076,street fighter
11667,15053,united nations
11667,41645,based on video game
326425,949,terrorist
326425,1930,kidnapping
326425,212801,ex-cia agent
326425,222529,rescue operation
10726,271,competition
10726,1812,fbi
10726,6259,psychopath
10726,10714,serial killer
10726,13160,university
765119,612,hotel
765119,6898,quarantine
765119,9732,film in film
765119,11494,drug use
765119,179430,aftercreditsstinger
765119,263237,covid-19
12095,798,sheriff
12095,3133,vampire
12095,9518,nationalbank
12095,15363,bank robbery
12095,160488,hoodlum
79316,254,france
79316,10138,satan
79316,163053,found footage
13486,2343,magic
13486,3070,mercenary
13486,4613,training
13486,8011,greek
13486,9725,sword fight
13486,9748,revenge
13486,10141,battlefield
13486,14946,fictional war
13486,18034,desert
13486,168297,tyrant
13486,192913,warrior
13486,219404,action hero
13486,234213,sword and sorcery
13486,251513,supernatural power
13461,570,rape
13461,704,adolescence
13461,970,parent child relationship
13461,156777,teenage sexuality
485415,2321,bunker
485415,9714,remake
485415,12377,zombie
485415,13005,doctor
485415,157351,living dead
485415,169725,sick child
485415,186565,zombie apocalypse
11546,282,video game
11546,10391,mafia
11546,40957,police academy
11546,186450,"moscow, russia"
11546,208260,commandant
1639,1384,diamond
1639,1422,boat
1639,2799,cruise
1639,6104,computer
1639,10617,disaster
1639,228194,collision course
87818,387,california
87818,9253,slapstick comedy
87818,9706,anthology
87818,12396,hollywood
87818,179431,duringcreditsstinger
87818,187056,woman director
87818,215404,laxative
314,7002,vigilante
314,9715,superhero
314,9717,based on comic
314,11322,female protagonist
314,11738,evil corporation
314,33556,urban setting
314,158456,masked vigilante
314,163074,super villain
314,180734,masked superhero
298584,6876,vacation
298584,9714,remake
298584,9720,woods
298584,9826,murder
298584,10776,marijuana
298584,13209,cabin in the woods
298584,14673,disease
298584,15162,dog
298584,162521,flesh eating
298584,188957,virus
8011,233,japan
8011,242,new york city
8011,388,scotland
8011,779,martial arts
8011,1629,morocco
8011,4978,immortality
8011,5147,sorcery
8011,9725,sword fight
8011,14926,katana sword
8011,14946,fictional war
8011,177895,dark fantasy
8011,184134,archeology
8011,192913,warrior
8011,219404,action hero
8011,234213,sword and sorcery
8011,251513,supernatural power
8011,269233,good versus evil
11127,1472,starship
11127,1826,space marine
11127,13031,creature
11127,160185,marauder
331446,1196,florida
331446,1432,nasa
331446,2213,tornado
331446,9663,sequel
331446,9882,space
331446,10292,gore
331446,15097,shark
331446,155582,amusement park
331446,161289,space shuttle
331446,178011,universal studios
331446,210597,orlando florida
146203,163053,found footage
438689,156091,missing person
438689,174638,siberia
438689,248442,diamond trader
438689,248443,american in russia
89899,47020,storytelling
89899,187056,woman director
76487,588,"rome, italy"
76487,2626,exorcism
76487,34079,death
76487,161261,demonic possession
76487,163053,found footage
2312,697,loss of loved one
2312,1299,monster
2312,1605,new love
2312,1701,hero
2312,2038,love of one's life
2312,2343,magic
2312,3205,fairy tale
2312,3289,villain
2312,4152,kingdom
2312,4158,enchantment
2312,5069,bad power
2312,5153,son
2312,5515,heir to the throne
2312,6170,motherly love
2312,9748,revenge
2312,9920,royalty
2312,18035,family
2312,41645,based on video game
2312,161257,medieval
2312,177912,wizard
8285,1308,secret identity
8285,1621,robber
8285,2546,mask
8285,9717,based on comic
8285,12415,back from the dead
8285,207268,neo-noir
56288,470,spy
56288,3650,child hero
56288,4289,secret agent
56288,11134,espionage
168098,236,suicide
168098,818,based on novel or book
168098,822,airport
168098,1680,"boston, massachusetts"
168098,9826,murder
168098,10339,drive-in theater
168098,15156,cell phone
168098,177317,ice cream truck
168098,188957,virus
5550,679,cyborg
5550,4565,dystopia
5550,6149,police
5550,9663,sequel
5550,12190,cyberpunk
5550,33699,policeman
11442,380,sibling relationship
11442,6139,innocence
11442,9663,sequel
11442,10714,serial killer
10196,657,fire
10196,2770,war ship
10196,3071,prince
10196,4152,kingdom
10196,5331,village
10196,5638,arrest
10196,9714,remake
10196,10244,based on cartoon
10196,10563,attack
10196,13002,avatar
10196,13152,air
10196,13153,spirit
10196,13155,domination
10196,13156,cheering
456048,4565,dystopia
13009,3688,strip club
13009,4378,striptease
13009,12377,zombie
13009,14595,lap dance
13009,155857,strip tease
13009,172193,head crushing
13009,187614,small town girl
12211,242,new york city
12211,697,loss of loved one
12211,779,martial arts
12211,3095,antiquary
12211,3861,loss of powers
12211,4978,immortality
12211,9725,sword fight
12211,14946,fictional war
12211,177895,dark fantasy
12211,192913,warrior
12211,219404,action hero
12211,234213,sword and sorcery
12211,251513,supernatural power
12211,269233,good versus evil
12212,886,movie business
12212,3616,college
12212,9663,sequel
12212,9826,murder
12212,9955,urban legend
12212,10714,serial killer
12212,12339,slasher
12212,15127,killer
12212,179430,aftercreditsstinger
12212,239901,film school
82657,6152,supernatural
82657,8044,flight
82657,162846,ghost
82657,206828,pacific  ocean
57876,3268,secret base
57876,4409,military base
57876,4862,alien life-form
57876,9738,ufo
57876,9739,extraterrestrial
57876,9951,alien
57876,11800,mockumentary
57876,163053,found footage
57876,177163,area 51
57876,181635,government conspiracy
57876,209193,alien object
889,828,waitress
889,1459,marriage proposal
889,1486,flirt
889,4428,stone age
889,12392,best friend
889,12616,dinosaur
11470,586,new jersey
11470,1826,space marine
11470,2964,future
11470,3385,cryogenics
11470,4426,sadism
11470,6259,psychopath
11470,9720,woods
11470,9882,space
11470,10089,slaughter
11470,10714,serial killer
11470,12339,slasher
11470,14676,series of murders
11470,14760,scientist
11470,256183,supernatural horror
74997,332,insect
74997,459,sexual obsession
74997,570,rape
74997,625,sadistic
74997,1009,baby
74997,1930,kidnapping
74997,2804,exploitation
74997,2820,wound
74997,3032,suffering
74997,4399,victim
74997,4426,sadism
74997,4728,knife
74997,6100,tools
74997,9663,sequel
74997,9701,controversy
74997,9758,deception
74997,9826,murder
74997,10053,sexploitation
74997,10292,gore
74997,10392,mute
74997,11527,rape victim
74997,11534,sexual violence
74997,13006,torture
74997,13125,sadist
74997,14624,cruelty
74997,14690,violent death
74997,14707,brutality
74997,15365,held captive
74997,15381,captive
74997,18077,extreme sadism
74997,33430,centipede
74997,33433,mouth
74997,33434,perverse sex
74997,33435,onanism
74997,33437,perverted
74997,33439,sexual sadism
74997,33442,feces
74997,33448,sandpaper
74997,33656,pervert
74997,33740,humiliation
74997,34079,death
74997,41381,rapist
74997,159595,sexual torture
74997,167598,defecation
74997,184226,crowbar
74997,193698,torture porn
74997,212410,hell on earth
74997,212412,very little dialogue
74997,212415,funnel
74997,212416,diarrhea
74997,212417,paraphilia
74997,212419,vile
74997,212421,coprophagia
74997,212422,scatology
74997,212423,dehumanization
188207,2035,mythology
188207,8985,zeus
188207,162861,ancient greece
188207,180548,demigod
188207,221954,city of argos
188207,221955,mistaken parentage
241251,697,loss of loved one
241251,970,parent child relationship
241251,1326,infidelity
241251,1523,obsession
241251,1936,blackmail
241251,3289,villain
241251,3979,hidden camera
241251,4513,blind date
241251,6255,insanity
241251,6270,high school
241251,6844,stalker
241251,9740,sociopath
241251,10048,unrequited love
241251,10226,neighbor
241251,155532,fatal attraction
241251,157799,older woman younger man relationship
241251,207767,erotic thriller
4258,4118,ballet dancer
4258,9663,sequel
4258,9755,parody
4258,11931,spoof
4258,12416,horror spoof
4258,161261,demonic possession
4258,172808,paranormal activity
4258,179430,aftercreditsstinger
4258,179431,duringcreditsstinger
4258,249969,horror parody
5458,2887,manipulation
5458,3551,private school
5458,9675,prequel
5458,196691,stepsister
916740,703,detective
916740,5340,investigation
916740,5923,sister
916740,9826,murder
916740,10226,neighbor
916740,10909,lawyer
520901,839,planet mars
520901,6154,hell
520901,9882,space
520901,15001,demon
520901,41645,based on video game
520901,161184,reboot
3134,570,rape
3134,2316,women's sexual identity
3134,9748,revenge
3134,9826,murder
3134,187056,woman director
3134,224663,new french extremism
284674,2964,future
284674,9685,futuristic
284674,156282,alternate reality
3177,697,loss of loved one
3177,949,terrorist
3177,2041,island
3177,9663,sequel
29426,2041,island
29426,5387,national guard
29426,12377,zombie
29426,230544,delaware
241254,11578,mobster
241254,15108,justice
241254,18115,retired
241254,156091,missing person
241254,197430,missing daughter
42941,1701,hero
42941,3133,vampire
42941,6152,supernatural
42941,9717,based on comic
42941,9748,revenge
42941,9823,rivalry
42941,15271,interrogation
42941,175397,wrist slitting
42941,175399,coughing blood
42941,175413,burnt body
42941,175419,corrupt agent
42941,175421,death of husband
42941,187710,escapade
42941,202322,imaginary
42941,202703,deadly
42941,206690,mind and soul
42941,206707,track down
331962,290,angel
331962,570,rape
331962,1552,subway
331962,11734,police corruption
331962,156117,illegal drugs
331962,207935,manslaughter
505225,818,based on novel or book
505225,6358,sandinism
505225,7605,el salvador
505225,14522,co-workers relationship
505225,187056,woman director
505225,195240,investigative journalism
505225,196564,costa rica
505225,208289,1980s
505225,209817,political thriller
505225,222719,weapons trafficking
505225,228176,iran–contra affair
505225,240303,father daughter relationship
65055,2988,shark attack
65055,3134,louisiana
65055,11719,dirty cop
65055,15097,shark
65055,179430,aftercreditsstinger
10067,970,parent child relationship
10067,1022,workaholic
10067,1157,husband wife relationship
10067,1718,dna
10067,4375,transformation
10067,5600,daughter
10067,9898,animal rights
10067,10909,lawyer
10067,15162,dog
10067,18035,family
10067,41538,turns into animal
35169,10468,bear
35169,18165,animal
35169,179430,aftercreditsstinger
35169,179431,duringcreditsstinger
35169,179867,real estate
35169,184952,land developer
35169,234341,real estate developer
590706,779,martial arts
590706,9717,based on comic
590706,205335,jiu-jitsu
267806,9706,anthology
267806,163053,found footage
254474,2042,beaver
254474,5160,animal attack
254474,9925,zombie animals
254474,12377,zombie
254474,13209,cabin in the woods
354556,2106,cold war
354556,9715,superhero
354556,306787,russian film
55341,1299,monster
55341,9276,truck
55341,9663,sequel
55341,9748,revenge
55341,10629,vision
55341,68646,supernatural creature
55341,158279,hunt
55341,162365,military
55341,163841,booby trap
55341,166958,prehistoric creature
55341,176096,generational
55341,182278,farming community
55341,206835,deadly creature
55341,214418,disembodied hand
14620,236,suicide
14620,879,brain tumor
14620,3508,underwear
14620,4379,time travel
433249,2226,exodus
433249,4458,post-apocalyptic future
433249,10349,survival
433249,10685,escape
433249,14760,scientist
433249,206866,polluted air
433249,250927,post-cataclysmic
351819,9755,parody
351819,11931,spoof
351819,33626,millionaire
20533,75,gunslinger
20533,5451,comic book
20533,6154,hell
20533,9717,based on comic
20533,15518,facial scar
20533,34079,death
20533,163188,confederate
20533,175261,tomahawk
17610,1530,temple
17610,2831,slavery
17610,4428,stone age
17610,7540,circumcision
17610,159955,cavemen
17610,178645,prehistoric adventure
17610,179431,duringcreditsstinger
17610,183414,prehistoric times
17610,192918,prehistoric man
329833,7024,fashion designer
329833,9663,sequel
329833,15479,fashion
329833,167193,male model
329833,167198,fashion show
329833,173242,modeling
329833,275133,fashion model
329833,295906,silly comedy
329833,301427,fashionista
329833,301428,runway model
325358,830,car race
325358,9755,parody
325358,11931,spoof
10032,3577,snob
10032,3616,college
10032,5801,nerd
10032,9789,misfit
5393,604,dwarf
5393,1994,wolf
5393,2374,bad mother-in-law
5393,3071,prince
5393,3205,fairy tale
5393,4174,little red riding hood
5393,5921,stepmother
5393,7376,princess
5393,7432,rumpelstiltskin
5393,174420,intern
5393,177912,wizard
5393,187056,woman director
9682,236,suicide
9682,697,loss of loved one
9682,2157,hacker
9682,6614,website
9682,9714,remake
654974,65,holiday
654974,169826,home alone
654974,193048,christmas spirit
654974,207317,christmas
87436,9706,anthology
87436,164218,psychotronic
87436,187056,woman director
87436,206919,alphabet
8617,6894,aunt
8617,9714,remake
8617,12339,slasher
8617,18514,death of family
8617,33451,masturbation
8617,169305,black stereotype
8617,181602,renovation
8617,181611,chest
385448,616,witch
385448,787,mississippi river
385448,2343,magic
385448,3205,fairy tale
385448,5938,mermaid
385448,12564,werewolf
10283,242,new york city
10283,586,new jersey
10283,1422,boat
10283,2546,mask
10283,4426,sadism
10283,6259,psychopath
10283,6270,high school
10283,6304,sewerage
10283,8764,times square
10283,9663,sequel
10283,9720,woods
10283,10089,slaughter
10283,10714,serial killer
10283,12339,slasher
10283,14676,series of murders
10283,256183,supernatural horror
299245,2125,gallows
299245,6270,high school
299245,10614,tragedy
299245,33407,hanging
299245,163053,found footage
299245,221828,stage production
12107,9181,alter ego
12107,10125,mad scientist
12107,18035,family
12107,160450,dean
12107,179431,duringcreditsstinger
12107,191881,research laboratory
12107,249600,actor playing multiple roles
42684,2534,missile
42684,3760,light
42684,4375,transformation
42684,9951,alien
42684,11100,giant monster
42684,11183,fireplace
42684,11510,unfaithfulness
42684,12670,"los angeles, california"
42684,14909,alien invasion
42684,15156,cell phone
42684,15219,rooftop
42684,18011,pregnant woman
42684,155939,group of friends
42684,164698,boyfriend girlfriend relationship
42684,179431,duringcreditsstinger
42684,183787,alien monster
42684,230857,alien creature
42684,286239,apartment
42684,286407,party
42684,286709,giant creature
42684,288394,suspense
42684,290065,space ship
42684,298268,blue light
42684,298269,exposed brain
11679,521,"washington dc, usa"
11679,720,helicopter
11679,840,usa president
11679,1402,general
11679,6285,coup d'etat
11679,9358,military prison
11679,9610,coup
11679,33705,agent
11679,160992,insurgent
11679,181549,secretary of defense
11679,227206,potus
9947,779,martial arts
9947,7002,vigilante
9947,9715,superhero
9947,9717,based on comic
9947,12367,female assassin
9947,15285,spin off
9947,157201,women fight
9947,157202,one woman army
9947,251513,supernatural power
9947,266013,vigilante justice
14564,3298,hallucination
14564,5340,investigation
14564,6152,supernatural
14564,9663,sequel
14564,10541,curse
14564,11616,vhs
14564,34079,death
14564,157530,maggot
14564,198776,seven days
14564,206440,video tape
71676,290,angel
71676,345,monk
71676,2095,anti hero
71676,3023,eastern europe
71676,4062,skeleton
71676,5810,pact with the devil
71676,6158,cult
71676,6951,biker
71676,9715,superhero
71676,9717,based on comic
71676,14735,motorcycle
71676,14999,devil
71676,15001,demon
71676,15002,dark hero
71676,18082,flamethrower
71676,33637,super power
71676,190396,devil worship
75736,179431,duringcreditsstinger
24476,8874,st. bernard
24476,15162,dog
308529,779,martial arts
308529,18111,kickboxing
308529,156159,martial arts tournament
308529,161184,reboot
308529,210531,thai boxing
205724,5160,animal attack
205724,10084,rescue
205724,10349,survival
205724,11663,camp
205724,34258,ex-marine
205724,157524,tropical island
205724,220087,team building
430354,4278,invasion
430354,41523,"brooklyn, new york city"
301608,10051,heist
301608,11719,dirty cop
301608,14570,las vegas
289720,1293,asia
289720,2280,emperor
289720,2868,crusade
289720,10466,knight
289720,15039,chinese emperor
289720,192913,warrior
27902,966,beach
27902,2041,island
27902,2570,rock star
27902,2580,shipwreck
27902,6562,celebrity
27902,9743,stranded
27902,10791,teenage crush
