userId,movieId,rating,timestamp
1,502356,2.5,1260759144
1,594767,3,1260759179
1,76600,3,1260759182
1,677179,2,1260759185
1,700391,4,1260759205
1,713704,2,1260759151
1,603692,2,1260759187
1,736790,2,1260759148
1,849869,3.5,1260759125
1,804150,2,1260759131
1,1104040,2.5,1260759135
1,758323,1,1260759203
1,816904,4,1260759191
1,842945,4,1260759139
1,1033219,3,1260759194
1,948713,2,1260759198
1,980078,2,1260759108
1,505642,2.5,1260759113
1,676710,1,1260759200
1,296271,3,1260759117
2,1076605,4,835355493
2,1084225,5,835355681
2,646389,5,835355604
2,1023313,4,835355552
2,943822,4,835355586
2,984105,3,835356031
2,964426,3,835355749
2,631842,4,835355532
2,676841,3,835356016
2,536554,5,835355395
2,758009,4,835355441
2,1077280,3,835355493
2,850871,3,835355441
2,776835,3,835355710
2,385687,3,835355511
2,1003579,3,835355664
2,1011679,3,835355511
2,1026563,5,835355840
2,985939,1,835355749
2,884184,3,835355552
2,676547,3,835355664
2,1087040,3,835355896
2,675353,4,835355511
2,1041513,4,835355681
2,988165,5,835355697
2,668482,5,835355586
2,843794,3,835355767
2,1104191,4,835355779
2,1003580,3,835355492
2,842942,4,835355395
2,634649,3,835355532
2,1058732,4,835356044
2,599019,2,835355551
2,507086,1,835355918
2,829410,3,835355492
2,1058949,4,835355441
2,493529,4,835355697
2,573171,3,835355628
2,899112,3,835355749
2,916224,3,835355604
2,555604,3,835355619
2,966220,2,835355932
2,663712,3,835355968
2,947938,3,835356094
2,585511,3,835355710
2,635302,3,835356165
2,766507,2,835356246
2,1093349,3,835355532
2,823999,4,835355604
2,820232,3,835355511
2,934433,4,835355790
2,846433,2,835355828
2,790409,4,835355643
2,785084,3,835355918
2,399566,3,835355880
2,453395,4,835355731
2,508947,4,835355860
2,49046,4,835355719
2,882598,4,835355817
2,458156,4,835355731
2,840326,4,835356199
2,875104,3,835355767
2,653851,3,835356109
2,1013860,5,835355767
2,568124,3,835355860
2,965839,5,835355817
2,551271,3,835355790
2,845659,3,835355779
2,299536,3,835355441
2,646385,5,835355697
2,873126,5,835355395
2,414906,5,835355395
2,937278,3,835355511
2,836225,3,835355932
2,438695,4,835356141
2,877269,4,835355978
3,1016121,3,1298861675
3,585083,4,1298922049
3,717728,3.5,1298861637
3,869626,3,1298861761
3,782936,4.5,1298862418
3,1035806,5,1298862121
3,1068141,2.5,1298861589
3,1027159,5,1298862167
3,955991,2.5,1298923242
3,732459,3,1298862528
3,760741,3,1298922100
3,740952,3,1298923247
3,829560,3,1298921840
3,751741,2,1298923260
3,338958,3.5,1298932787
3,994751,4,1298863157
3,1046043,3,1298861687
3,718930,5,1298932770
3,610150,3,1298921795
3,1071806,4,1298861628
3,987787,3,1298861605
3,848058,4,1298861658
3,1013870,3.5,1298922089
3,868985,4.5,1298923236
3,1023156,4,1298863143
3,792775,4,1298921862
3,892535,4,1298861753
3,539681,3,1298861789
3,931954,3,1298862710
3,987750,3.5,1298861796
3,639838,3,1298924017
3,752623,3.5,1298922057
3,960258,4,1298861733
3,580489,4,1298921825
3,447365,5,1298862874
3,385128,3,1298861968
3,661374,4,1298861633
3,1018403,5,1298863174
3,1865,3,1298923266
3,943221,3.5,1298862672
3,924482,3,1298922080
3,800301,2.5,1298921787
3,851644,3,1298922065
3,325358,3.5,1298861650
3,846956,3,1298932766
3,642885,3.5,1298862555
3,840789,3.5,1298932740
3,852046,4.5,1298862361
3,826753,4.5,1298862467
3,760204,3,1298922071
3,996727,4,1298922130
4,617882,4,949810645
4,958340,5,949919556
4,774825,5,949810582
4,459151,5,949919681
4,916605,4,949811346
